Cluster,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue
-1,MF,GO:0030165,PDZ domain binding,30/1171,111/14663,1.67218714326667e-09,7.88714935907446e-08,6.66919082870099e-08
-1,MF,GO:1904315,transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential,15/1171,31/14663,2.77902665563502e-09,1.24178612138638e-07,1.05002558401279e-07
-1,MF,GO:0099529,neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential,15/1171,32/14663,4.84575519150745e-09,1.82567057586571e-07,1.54374475573791e-07
-1,MF,GO:0019829,cation-transporting ATPase activity,19/1171,51/14663,4.94586846229815e-09,1.82567057586571e-07,1.54374475573791e-07
-1,MF,GO:0022853,active ion transmembrane transporter activity,19/1171,51/14663,4.94586846229815e-09,1.82567057586571e-07,1.54374475573791e-07
-1,MF,GO:0042625,ATPase coupled ion transmembrane transporter activity,19/1171,51/14663,4.94586846229815e-09,1.82567057586571e-07,1.54374475573791e-07
-1,MF,GO:0005230,extracellular ligand-gated ion channel activity,20/1171,57/14663,6.56380814315603e-09,2.32194713064144e-07,1.96338471650544e-07
-1,MF,GO:0015276,ligand-gated ion channel activity,28/1171,105/14663,8.05689072781771e-09,2.63088470304509e-07,2.22461517262011e-07
-1,MF,GO:0022834,ligand-gated channel activity,28/1171,105/14663,8.05689072781771e-09,2.63088470304509e-07,2.22461517262011e-07
-1,MF,GO:0008066,glutamate receptor activity,13/1171,25/14663,1.05481294426535e-08,3.31680070252328e-07,2.80460985570749e-07
-1,MF,GO:0022824,transmitter-gated ion channel activity,17/1171,44/14663,1.67991771124486e-08,4.91810392016169e-07,4.15863476976042e-07
-1,MF,GO:0022835,transmitter-gated channel activity,17/1171,44/14663,1.67991771124486e-08,4.91810392016169e-07,4.15863476976042e-07
-1,MF,GO:0016247,channel regulator activity,28/1171,109/14663,1.97167470014435e-08,5.57983940140851e-07,4.71818296666121e-07
-1,MF,GO:0017075,syntaxin-1 binding,12/1171,23/14663,3.75804105361902e-08,1.02921834016856e-06,8.70283191364405e-07
-1,MF,GO:0030594,neurotransmitter receptor activity,22/1171,78/14663,1.07515972375743e-07,2.85253314209394e-06,2.41203595921898e-06
-1,MF,GO:0019905,syntaxin binding,24/1171,91/14663,1.17139998332323e-07,3.01369268436794e-06,2.54830873565053e-06
-1,MF,GO:0000149,SNARE binding,29/1171,125/14663,1.24910512175631e-07,3.11908896579738e-06,2.63742939020992e-06
-1,MF,GO:0015085,calcium ion transmembrane transporter activity,27/1171,114/14663,2.1561076736758e-07,5.23010118557358e-06,4.42245243141923e-06
-1,MF,GO:0016917,GABA receptor activity,10/1171,18/14663,2.45376965579986e-07,5.78680677159468e-06,4.89318978144885e-06
-1,MF,GO:0005245,voltage-gated calcium channel activity,14/1171,36/14663,2.82964255391655e-07,6.49288250885177e-06,5.49023107189499e-06
-1,MF,GO:0005543,phospholipid binding,57/1171,356/14663,2.98318135536323e-07,6.66505518606154e-06,5.63581630015991e-06
-1,MF,GO:0044769,ATPase activity, coupled to transmembrane movement of ions, rotational mechanism,12/1171,27/14663,3.57376465411369e-07,7.7798107470321e-06,6.57842778436042e-06
-1,MF,GO:0046961,proton-transporting ATPase activity, rotational mechanism,9/1171,16/14663,8.76068711628823e-07,1.85945584043218e-05,1.57231279297594e-05
-1,MF,GO:0030507,spectrin binding,12/1171,29/14663,9.1774082934056e-07,1.90039503441496e-05,1.60693002724072e-05
-1,MF,GO:0015079,potassium ion transmembrane transporter activity,28/1171,132/14663,1.4313707161037e-06,2.89341366183819e-05,2.44660357990658e-05
-1,MF,GO:0015405,P-P-bond-hydrolysis-driven transmembrane transporter activity,23/1171,98/14663,1.99229530829107e-06,3.93362492264911e-05,3.32618213036599e-05
-1,MF,GO:0030276,clathrin binding,18/1171,65/14663,2.04989499443378e-06,3.95536556880518e-05,3.34456551723406e-05
-1,MF,GO:0015399,primary active transmembrane transporter activity,23/1171,99/14663,2.40191319201765e-06,4.53160955560663e-05,3.83182408644687e-05
-1,MF,GO:0035254,glutamate receptor binding,17/1171,60/14663,2.77740347865918e-06,5.12612076822097e-05,4.33452899873127e-05
-1,MF,GO:0004970,ionotropic glutamate receptor activity,9/1171,18/14663,3.21357881671599e-06,5.80495407530187e-05,4.9085347211653e-05
-1,MF,GO:0005262,calcium channel activity,22/1171,94/14663,3.47548923413517e-06,6.14727158287659e-05,5.19799047736884e-05
-1,MF,GO:0019894,kinesin binding,15/1171,49/14663,3.68906170538006e-06,6.3918640568728e-05,5.40481220852675e-05
-1,MF,GO:0005251,delayed rectifier potassium channel activity,10/1171,23/14663,4.42527052507417e-06,7.36677387409406e-05,6.22917337069264e-05
-1,MF,GO:0036442,proton-exporting ATPase activity,10/1171,23/14663,4.42527052507417e-06,7.36677387409406e-05,6.22917337069264e-05
-1,MF,GO:0004890,GABA-A receptor activity,8/1171,15/14663,6.25005162324418e-06,0.000102044112079506,8.62861377945857e-05
-1,MF,GO:0015631,tubulin binding,46/1171,292/14663,6.41088768926899e-06,0.000102695163173384,8.68366515209821e-05
-1,MF,GO:0015081,sodium ion transmembrane transporter activity,22/1171,100/14663,1.01488102467176e-05,0.000159561849990061,0.000134921804839404
-1,MF,GO:0043492,ATPase activity, coupled to movement of substances,23/1171,108/14663,1.13759937863751e-05,0.000175603976811499,0.000148486655737949
-1,MF,GO:0005509,calcium ion binding,67/1171,494/14663,1.18761461783576e-05,0.000180050859025457,0.000152246836346614
-1,MF,GO:0042626,ATPase activity, coupled to transmembrane movement of substances,21/1171,94/14663,1.24846612479186e-05,0.000185955743850577,0.000157239870195392
-1,MF,GO:0099106,ion channel regulator activity,18/1171,75/14663,1.82846390661818e-05,0.000267649285641178,0.000226318037080508
-1,MF,GO:0005234,extracellularly glutamate-gated ion channel activity,8/1171,17/14663,2.04191959959365e-05,0.000293828769500848,0.000248454802305596
-1,MF,GO:0015662,ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism,11/1171,32/14663,2.15837234617797e-05,0.000301952775536637,0.000255324273654437
-1,MF,GO:0015078,proton transmembrane transporter activity,20/1171,90/14663,2.16950757452707e-05,0.000301952775536637,0.000255324273654437
-1,MF,GO:0005267,potassium channel activity,22/1171,108/14663,3.63353843008225e-05,0.000497560343087069,0.000420725502430576
-1,MF,GO:0008331,high voltage-gated calcium channel activity,6/1171,10/14663,4.06256453969082e-05,0.000547478935586905,0.000462935508115144
-1,MF,GO:0008179,adenylate cyclase binding,7/1171,14/14663,4.23179103583379e-05,0.000552737013757367,0.000467381617237027
-1,MF,GO:0050811,GABA receptor binding,7/1171,14/14663,4.23179103583379e-05,0.000552737013757367,0.000467381617237027
-1,MF,GO:0008017,microtubule binding,34/1171,209/14663,5.17573395880428e-05,0.000665787595609824,0.000562974570957659
-1,MF,GO:0008022,protein C-terminus binding,36/1171,227/14663,5.47170777853013e-05,0.000693355209548072,0.00058628510682758
-1,MF,GO:0051018,protein kinase A binding,13/1171,48/14663,6.89034608799126e-05,0.000860279974809497,0.000727432822292575
-1,MF,GO:0022851,GABA-gated chloride ion channel activity,6/1171,11/14663,8.33236927646573e-05,0.00102524369793035,0.000866922325941972
-1,MF,GO:0005249,voltage-gated potassium channel activity,17/1171,77/14663,9.61173918756914e-05,0.00116576665289231,0.000985745282093557
-1,MF,GO:0005246,calcium channel regulator activity,9/1171,26/14663,0.000114892204887367,0.0013738518584419,0.00116169731257501
-1,MF,GO:0005237,inhibitory extracellular ligand-gated ion channel activity,7/1171,16/14663,0.000122296482920078,0.00144207936109925,0.00121938890864756
-1,MF,GO:0099094,ligand-gated cation channel activity,17/1171,79/14663,0.000134498749704099,0.00156423888354494,0.00132268417156735
-1,MF,GO:0005231,excitatory extracellular ligand-gated ion channel activity,11/1171,39/14663,0.000166679714129558,0.00191231185535129,0.00161700661502644
-1,MF,GO:0032550,purine ribonucleoside binding,44/1171,326/14663,0.000404153371656916,0.00457501616715629,0.00386852771185989
-1,MF,GO:0035091,phosphatidylinositol binding,33/1171,223/14663,0.000409657675721473,0.00457630745641488,0.0038696195961502
-1,MF,GO:0099095,ligand-gated anion channel activity,7/1171,19/14663,0.000435148835136099,0.00478001547406699,0.00404187037792286
-1,MF,GO:0034236,protein kinase A catalytic subunit binding,6/1171,14/14663,0.000439153365108628,0.00478001547406699,0.00404187037792286
-1,MF,GO:0001786,phosphatidylserine binding,10/1171,37/14663,0.000479757263613521,0.00509142396009849,0.00430519018137397
-1,MF,GO:0005272,sodium channel activity,10/1171,37/14663,0.000479757263613521,0.00509142396009849,0.00430519018137397
-1,MF,GO:0001883,purine nucleoside binding,44/1171,330/14663,0.000525650985826287,0.00550960107366071,0.00465879106346365
-1,MF,GO:0005525,GTP binding,43/1171,321/14663,0.000548593268833852,0.00567994738097488,0.00480283195564425
-1,MF,GO:0032549,ribonucleoside binding,44/1171,331/14663,0.000560705432269251,0.00573540857827222,0.00484972865957678
-1,MF,GO:0008503,benzodiazepine receptor activity,5/1171,10/14663,0.000577207539118714,0.00583391905609271,0.00493302683808224
-1,MF,GO:0003924,GTPase activity,36/1171,259/14663,0.000764089315429917,0.00763190386823529,0.00645336115322852
-1,MF,GO:0031420,alkali metal ion binding,7/1171,21/14663,0.000871448135535515,0.00860301705894944,0.0072745119759513
-1,MF,GO:0032561,guanyl ribonucleotide binding,44/1171,339/14663,0.000924766996759227,0.00902445034768487,0.00763086620435321
-1,MF,GO:0001882,nucleoside binding,44/1171,340/14663,0.000982513905510071,0.00922496727480534,0.00780041867387916
-1,MF,GO:0019001,guanyl nucleotide binding,44/1171,340/14663,0.000982513905510071,0.00922496727480534,0.00780041867387916
-1,MF,GO:0004708,MAP kinase kinase activity,5/1171,11/14663,0.00098877741108043,0.00922496727480534,0.00780041867387916
-1,MF,GO:0043008,ATP-dependent protein binding,5/1171,11/14663,0.00098877741108043,0.00922496727480534,0.00780041867387916
-1,MF,GO:0017080,sodium channel regulator activity,8/1171,28/14663,0.00118090869029144,0.010897733457146,0.00921487101577532
-1,MF,GO:0022804,active transmembrane transporter activity,36/1171,267/14663,0.00132959352605595,0.0121379021894786,0.0102635289730635
-1,MF,GO:0035255,ionotropic glutamate receptor binding,9/1171,35/14663,0.00134924121314341,0.0121862318080719,0.010304395379214
-1,MF,GO:0043274,phospholipase binding,6/1171,17/14663,0.00146905061728271,0.013128673411295,0.011101302171599
-1,MF,GO:0004674,protein serine/threonine kinase activity,55/1171,464/14663,0.00198488186242388,0.0175537989708112,0.014843085857161
-1,MF,GO:0003774,motor activity,19/1171,116/14663,0.00203285633518971,0.0177927322533614,0.0150451223071012
-1,MF,GO:0097110,scaffold protein binding,13/1171,67/14663,0.00219224053613406,0.0189919613793655,0.0160591626814547
-1,MF,GO:0008553,proton-exporting ATPase activity, phosphorylative mechanism,5/1171,13/14663,0.0024059247220749,0.0206326271620362,0.0174464716688472
-1,MF,GO:0003777,microtubule motor activity,14/1171,76/14663,0.00251638979895592,0.0213641493931358,0.0180650299251362
-1,MF,GO:0000287,magnesium ion binding,24/1171,166/14663,0.00324254866952944,0.0272566714894108,0.0230476101367283
-1,MF,GO:0046982,protein heterodimerization activity,57/1171,496/14663,0.00331545400479049,0.0275962789222267,0.0233347743164821
-1,MF,GO:0005544,calcium-dependent phospholipid binding,10/1171,47/14663,0.00343609852069123,0.0282884817054987,0.0239200849583412
-1,MF,GO:0031402,sodium ion binding,5/1171,14/14663,0.00349857547594507,0.0282884817054987,0.0239200849583412
-1,MF,GO:0048156,tau protein binding,5/1171,14/14663,0.00349857547594507,0.0282884817054987,0.0239200849583412
-1,MF,GO:0051721,protein phosphatase 2A binding,8/1171,33/14663,0.00369057655112909,0.0295594291689491,0.0249947686978157
-1,MF,GO:0048306,calcium-dependent protein binding,12/1171,63/14663,0.00374750786307281,0.029734898838774,0.0251431417866764
-1,MF,GO:0004843,thiol-dependent ubiquitin-specific protease activity,13/1171,72/14663,0.00422923135330954,0.0332464575829611,0.0281124345317457
-1,MF,GO:0060589,nucleoside-triphosphatase regulator activity,36/1171,287/14663,0.00454992484581259,0.0354393228816045,0.0299666706406971
-1,MF,GO:0004707,MAP kinase activity,5/1171,15/14663,0.00490652783857757,0.0375283075220933,0.031733067671028
-1,MF,GO:0015271,outward rectifier potassium channel activity,5/1171,15/14663,0.00490652783857757,0.0375283075220933,0.031733067671028
-1,MF,GO:0030695,GTPase regulator activity,32/1171,251/14663,0.00566231969200134,0.042412577904501,0.035863093584861
-1,MF,GO:0035615,clathrin adaptor activity,4/1171,10/14663,0.00574493104713499,0.042412577904501,0.035863093584861
-1,MF,GO:0042577,lipid phosphatase activity,4/1171,10/14663,0.00574493104713499,0.042412577904501,0.035863093584861
-1,MF,GO:0098748,endocytic adaptor activity,4/1171,10/14663,0.00574493104713499,0.042412577904501,0.035863093584861
-1,MF,GO:0004712,protein serine/threonine/tyrosine kinase activity,8/1171,36/14663,0.00649884010960968,0.0475647866642984,0.0402196819850617
-1,MF,GO:0005096,GTPase activator activity,30/1171,235/14663,0.00709217153708697,0.0514637062819388,0.0435165181133002
-1,MF,GO:0070840,dynein complex binding,6/1171,23/14663,0.00792142225310144,0.0565150209485977,0.0477877928050879
-1,MF,GO:0099604,ligand-gated calcium channel activity,6/1171,23/14663,0.00792142225310144,0.0565150209485977,0.0477877928050879
1,BP,GO:0098542,defense response to other organism,187/2072,338/14849,2.20402263918978e-73,1.17452366442423e-69,8.08528305008039e-70
1,BP,GO:0002250,adaptive immune response,166/2072,284/14849,5.8482407921316e-70,1.55826375906347e-66,1.07269048213572e-66
1,BP,GO:0006954,inflammatory response,226/2072,491/14849,1.00684253685546e-68,1.78848795963425e-65,1.23117411962852e-65
1,BP,GO:0050778,positive regulation of immune response,202/2072,418/14849,8.0172432607093e-66,1.068097233408e-62,7.35265599041366e-63
1,BP,GO:0050865,regulation of cell activation,201/2072,442/14849,6.62913760391481e-60,7.0653348582524e-57,4.86369358939855e-57
1,BP,GO:0042110,T cell activation,186/2072,390/14849,2.06570358429369e-59,1.83468906678351e-56,1.26297841951991e-56
1,BP,GO:0002694,regulation of leukocyte activation,188/2072,408/14849,4.21862651447922e-57,3.21158009937997e-54,2.21081404555791e-54
1,BP,GO:0031347,regulation of defense response,198/2072,453/14849,1.48860982878505e-55,9.91600222199443e-53,6.82605954383672e-53
1,BP,GO:0009617,response to bacterium,171/2072,357/14849,6.14388776632562e-55,3.63786421186103e-52,2.50426302522161e-52
1,BP,GO:0001819,positive regulation of cytokine production,161/2072,337/14849,1.57403946047958e-51,8.38805628489568e-49,5.77423949449614e-49
1,BP,GO:0002443,leukocyte mediated immunity,130/2072,241/14849,2.55260032058679e-49,1.236618828037e-46,8.51273886817701e-47
1,BP,GO:0051249,regulation of lymphocyte activation,159/2072,343/14849,1.05540649007367e-48,4.68688432133551e-46,3.22639615605856e-46
1,BP,GO:0002521,leukocyte differentiation,182/2072,443/14849,2.77628072963004e-46,1.13806153909219e-43,7.83428205891554e-44
1,BP,GO:0002253,activation of immune response,137/2072,283/14849,9.81384191581605e-45,3.73556882638455e-42,2.57152173508413e-42
1,BP,GO:0002697,regulation of immune effector process,137/2072,287/14849,7.62216024870375e-44,2.70789946435615e-41,1.86408620819176e-41
1,BP,GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,109/2072,195/14849,1.81679163444591e-43,6.0510516374764e-41,4.16547292502894e-41
1,BP,GO:0002764,immune response-regulating signaling pathway,125/2072,248/14849,2.96651145424183e-43,9.29914090567926e-41,6.40141945389027e-41
1,BP,GO:0050867,positive regulation of cell activation,128/2072,260/14849,7.65228892537065e-43,2.26550264907223e-40,1.55954543303607e-40
1,BP,GO:0007159,leukocyte cell-cell adhesion,125/2072,252/14849,2.67190961275046e-42,7.49400332965641e-40,5.15878393375919e-40
1,BP,GO:0031349,positive regulation of defense response,126/2072,257/14849,6.14396913749703e-42,1.63706057668608e-39,1.12693328653564e-39
1,BP,GO:0002683,negative regulation of immune system process,158/2072,377/14849,1.7018936597657e-41,4.31875776804353e-39,2.97298215753557e-39
1,BP,GO:0002757,immune response-activating signal transduction,120/2072,239/14849,2.48690226949819e-41,6.02395554279812e-39,4.14682029148383e-39
1,BP,GO:0009615,response to virus,115/2072,223/14849,3.96312018139622e-41,9.18237715072193e-39,6.32104065545346e-39
1,BP,GO:0002237,response to molecule of bacterial origin,119/2072,237/14849,5.39163838420466e-41,1.19716837289278e-38,8.24116656533037e-39
1,BP,GO:0050863,regulation of T cell activation,121/2072,247/14849,2.94860220123255e-40,6.2852404521473e-38,4.32668575633492e-38
1,BP,GO:0070661,leukocyte proliferation,120/2072,244/14849,3.75717227358478e-40,7.70075809458972e-38,5.30111148722387e-38
1,BP,GO:0002696,positive regulation of leukocyte activation,121/2072,248/14849,4.99611842045166e-40,9.86085743058775e-38,6.78809851667604e-38
1,BP,GO:0030098,lymphocyte differentiation,134/2072,299/14849,4.21837473229541e-39,8.0284710530008e-37,5.526705241372e-37
1,BP,GO:0045088,regulation of innate immune response,108/2072,210/14849,1.56140401975236e-38,2.86921449008977e-36,1.97513357852522e-36
1,BP,GO:0051607,defense response to virus,99/2072,181/14849,1.89299462936904e-38,3.36258945996921e-36,2.3147671169653e-36
1,BP,GO:0045785,positive regulation of cell adhesion,143/2072,337/14849,2.43735772694388e-38,4.18989655705934e-36,2.88427561235974e-36
1,BP,GO:0002449,lymphocyte mediated immunity,98/2072,180/14849,7.70596567043948e-38,1.28328409555538e-35,8.83397709259263e-36
1,BP,GO:0032943,mononuclear cell proliferation,114/2072,234/14849,1.11230850619089e-37,1.79620970590644e-35,1.23648967913086e-35
1,BP,GO:0046651,lymphocyte proliferation,112/2072,232/14849,1.46753114021531e-36,2.30013924888452e-34,1.58338886181125e-34
1,BP,GO:0050900,leukocyte migration,117/2072,250/14849,1.72135512720732e-36,2.62088613511079e-34,1.80418725362932e-34
